,,,,,,,,Tỷ VNĐ,VNĐ,%,%,%,%,Nghìn CP,Tỷ VNĐ,%,VNĐ,%,x,x,x,x,x,Tỷ VNĐ,%,,,,,,%,Tỷ VNĐ,%,,,,,,%,Tỷ VNĐ,%,%,%,,,,%,
,517,HVX,Xi măng Vicem Hải Vân,UPCoM,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,Vật liệu xây dựng & Nội thất,  96 ,  2.300 ,"3,6%","0,7%","-1,3%","-11,5%",  46 ,"  0,1 ","-15,1%",  (958),"10,4%","  4,9 ","  (2,2)","  (2,4)","  0,3 ","  0,4 ","  107,7 ","16,1%","54,7%","29,4%","6,1%","21,0%","27,1%","55,5%","  (12,4)","31,2%","31,8%","-0,3%","-8,0%","-127,1%","9,6%","13,0%","  (12,4)","31,2%","31,8%","-0,3%","-8,0%","-127,1%","9,6%","13,0%",Chính thức
,518,APC,Chiếu xạ An Phú,UPCoM,Y tế,Công nghệ sinh học,Công nghệ sinh học,  127 ,  6.400 ,"9,0%","1,6%","-13,2%","-2,1%",  1 ,"  0,0 ","-4,6%",  54 ,"104,3%","  (6,5)","  (5,0)","  118,0 ","  0,3 ","  0,2 ","  27,9 ","18,0%","-14,5%","-13,5%","-11,6%","-9,1%","8,0%","34,5%","  (6,3)","-582,4%","-53,8%","20,4%","-270,1%","-37,4%","20,6%","104,0%","  (6,3)","-582,4%","-53,8%","20,4%","-270,1%","-37,4%","20,6%","104,0%",Chính thức
,519,GGG,Ôtô Giải Phóng,UPCoM,Ô tô và phụ tùng,Sản xuất ô tô,Sản xuất ô tô,  59 ,  2.000 ,"0,0%","-2,0%","-31,0%","-41,2%",  3 ,"  0,0 ","10,8%",  -   ,"0,0%","  (5,2)","  (4,0)",  -   ,"  (0,0)",  -   ,"  0,2 ",,"1961,9%","259,1%",#DIV/0!,"54,5%","-98,8%",,"  (3,7)",,"11,5%","12,7%","55,2%","26,5%","-4,0%",,"  (3,7)",,"11,5%","12,7%","55,2%","26,5%","-4,0%",,Chính thức
,520,PMB,Phân bón và Hóa chất Dầu khí Miền Bắc,HNX,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Phân bón,  138 ,  11.500 ,"6,5%","6,5%","12,7%","16,2%",  8 ,"  0,1 ","16,7%",  1.024 ,"-52,2%","  0,5 ","  5,4 ","  11,2 ","  0,8 ","  0,8 ","  835,5 ","30,9%","41,2%","18,9%","4,7%","28,5%","13,7%","1,8%","  14,1 ","114,6%","107,6%","34,5%","82,3%","92189,0%","65,3%","-39,1%","  14,1 ","114,6%","107,6%","34,5%","82,3%","92189,0%","65,3%","-39,1%",Chính thức
,521,PQN,DV Dầu khí Quảng Ngãi PTSC,UPCoM,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  120 ,  4.000 ,"0,0%","0,0%","0,0%","0,0%",  -   ,  -   ,"18,7%",  1.333 ,"4,6%","  4,8 ","  3,1 ","  3,0 ","  0,7 ","  0,6 ","  422,0 ","21,1%","-25,3%","-8,2%","2,0%","14,0%","180,5%","28,0%","  8,4 ","21,1%","-16,0%","11,6%","22,0%","56,0%","134,8%","23,9%","  8,4 ","21,1%","-16,0%","11,6%","22,0%","56,0%","134,8%","23,9%",Chính thức
,522,HTV,Logistics Vicem,HOSE,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,"Kho bãi, hậu cần và bảo dưỡng",  176 ,  13.400 ,"1,5%","21,8%","8,9%","11,2%",  2 ,"  0,0 ","5,3%",  -   ,"0,0%","  12,2 ","  10,0 ",  -   ,"  0,4 ","  0,5 ","  68,0 ",,"5,8%","-13,7%","-8,1%","14,1%","13,0%",,"  5,2 ",,"4811,1%","43,1%","58,5%","-3,5%","45,5%",,"  5,2 ",,"2952,7%","39,9%","60,0%","-6,2%","46,1%",,Chính thức
,523,CPI,Đầu tư Cảng Cái Lân,UPCoM,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  175 ,  4.800 ,"0,0%","6,4%","11,6%","26,3%",  0 ,"  0,0 ","-13,4%",  -   ,"0,0%","  29,1 ","  70,8 ",  -   ,"  (0,0)","  (7,9)","  44,1 ",,"83,3%","50,8%","82,2%","116,9%","140,2%",,"  0,5 ",,"190,8%","-12,5%","511,3%","-24,9%","-53,7%",,"  0,5 ",,"190,8%","-12,5%","511,3%","-24,9%","-53,7%",,Chính thức
,524,GTA,Gỗ Thuận An,HOSE,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,Lâm sản và Chế biến gỗ,  88 ,  9.000 ,"0,0%","-0,1%","-6,3%","-6,2%",  0 ,"  0,0 ","4,1%",  -   ,"0,0%","  21,0 ","  13,6 ",  -   ,"  0,7 ","  0,6 ","  49,3 ",,"-5,0%","-22,3%","10,6%","6,4%","-21,6%",,"  1,8 ",,"-24,5%","-38,2%","-18,9%","-38,4%","42,9%",,"  1,8 ",,"-24,5%","-38,2%","-18,9%","-38,4%","42,9%",,Chính thức
,525,CAG,Cảng An Giang,HNX,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  95 ,  6.900 ,"-1,4%","-1,4%","7,8%","6,2%",  4 ,"  0,0 ","1,9%",  -   ,"0,0%","  (65,4)","  34,7 ",  -   ,"  0,7 ","  0,7 ","  10,8 ",,"-9,5%","36,6%","23,2%","34,9%","30,1%",,"  0,2 ",,"-8,0%","-19,9%","80,0%","372,3%","114,5%",,"  0,2 ",,"-8,0%","-19,9%","80,0%","372,3%","114,5%",,Chính thức
,526,VCX,Xi măng Yên Bình,UPCoM,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,Vật liệu xây dựng & Nội thất,  263 ,  9.900 ,"-17,5%","-17,4%","-1,0%","33,8%",  4 ,"  0,0 ","6,7%",  1.021 ,"57,1%","  11,3 ","  15,2 ","  9,7 ","  0,8 ","  1,0 ","  175,8 ","19,2%","10,7%","11,3%","10,6%","-23,6%","-12,8%","10,8%","  (5,0)","-18,5%","39,0%","-0,5%","119,6%","-8,1%","-188,9%","-3,7%","  (5,0)","-18,5%","39,0%","-0,5%","119,6%","-8,1%","-188,9%","-3,7%",Chính thức
,527,VTB,Viettronics Tân Bình,HOSE,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,Điện tử & Thiết bị điện,  151 ,  14.000 ,"-2,4%","-0,7%","-13,0%","-35,2%",  9 ,"  0,1 ","9,1%",  2.183 ,"38,2%","  9,6 ","  8,9 ","  6,4 ","  0,7 ","  0,8 ","  29,0 ","16,0%","8,3%","40,3%","14,7%","9,4%","8,0%","34,6%","  3,7 ","16,5%","-4,2%","29,6%","-26,4%","112,1%","94,7%","51,3%","  3,8 ","16,2%","5,9%","18,4%","-20,0%","124,6%","63,5%","51,3%",Chính thức
,528,BT6,Bê tông 6,UPCoM,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,Vật liệu xây dựng & Nội thất,  112 ,  3.400 ,"0,0%","0,0%","0,0%","0,0%",  -   ,  -   ,"7,2%",  -   ,"0,0%","  (2,4)","  (1,5)",  -   ,"  (0,0)","  (0,1)","  11,6 ",,"263,1%","95,4%","-24,0%","6,9%","-60,0%",,"  (17,1)",,"100,8%","106,2%","89,9%","-340,1%","-395888,1%",,"  (17,1)",,"100,8%","106,2%","89,9%","-340,1%","-395888,1%",,Chính thức
,529,KVC,XNK Inox Kim Vĩ,UPCoM,Tài nguyên Cơ bản,Thép và sản phẩm thép,Thép và sản phẩm thép,  59 ,  1.199 ,"-7,8%","-7,7%","-19,2%","-19,6%",  177 ,"  0,2 ","-6,4%",  -   ,"0,0%","  (38,4)","  (2,1)",  -   ,"  0,2 ","  0,1 ","  36,0 ",,"6,9%","-51,6%","-52,3%","-1,7%","-5,2%",,"  (3,9)",,"9,1%","5,3%","-233,4%","-125,0%","13,9%",,"  (3,9)",,"9,1%","5,3%","-233,4%","-125,0%","13,9%",,Chính thức
,530,TMC,XNK Thủ Đức,HNX,Tiện ích,Phân phối xăng dầu & khí đốt,Phân phối xăng dầu & khí đốt,  97 ,  7.800 ,"4,0%","-3,7%","-2,5%","5,4%",  1 ,"  0,0 ","5,5%",  710 ,"-16,9%","  9,4 ","  9,1 ","  11,0 ","  0,6 ","  0,5 ","  768,7 ","32,0%","-13,8%","-12,9%","4,2%","18,9%","40,3%","-2,3%","  3,0 ","34,6%","-2,3%","-10,2%","6,9%","-13,0%","52,4%","-7,8%","  3,0 ","34,6%","-2,3%","-10,2%","6,9%","-13,0%","52,4%","-7,8%",Chính thức
,531,CMW,Cấp nước Cà Mau,UPCoM,Tiện ích,Nước,Nước,  213 ,  13.700 ,"-14,9%","-2,1%","-11,6%","-9,3%",  0 ,"  0,0 ","10,8%",  -   ,"0,0%","  14,2 ","  11,0 ",  -   ,"  1,1 ","  1,2 ","  40,7 ",,"5,6%","11,7%","16,7%","17,5%","7,9%",,"  6,0 ",,"-1,7%","54,9%","-15,6%","185,3%","9,3%",,"  6,0 ",,"-1,7%","54,9%","-15,6%","185,3%","9,3%",,Chính thức
,532,DHP,Điện cơ Hải Phòng,HNX,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,Điện tử & Thiết bị điện,  106 ,  11.200 ,"0,0%","-5,1%","0,9%","-2,6%",  1 ,"  0,0 ","7,4%",  1.370 ,"0,9%","  8,6 ","  8,2 ","  8,2 ","  0,6 ",  -   ,"  63,1 ","25,2%","-7,7%","-7,9%","3,1%","8,9%","-0,7%","8,8%","  2,8 ","21,7%","-4,9%","-4,5%","4,5%","7,3%","-7,8%","-1,0%","  2,8 ","21,7%","-4,9%","-4,5%","4,5%","7,3%","-7,8%","-1,0%",Chính thức
,533,SBD,Công nghệ Sao Bắc Đẩu,UPCoM,Công nghệ Thông tin,Phần mềm,Công nghệ Thông tin,  107 ,  7.700 ,"5,4%","4,1%","2,7%","-6,1%",  2 ,"  0,0 ","3,7%",  -   ,"0,0%","  8,9 ","  19,1 ",  -   ,"  0,7 ","  0,7 ","  351,4 ",,"-5,0%","27,5%","13,4%","-2,7%","122,8%",,"  1,8 ",,"-20,9%","0,5%","-5,0%","-112,5%","191,3%",,"  2,1 ",,"-23,1%","1,5%","-3,0%","-146,3%","309,3%",,Chính thức
,534,CEN,CENCON Việt Nam,UPCoM,Bán lẻ,Bán lẻ phức hợp,Bán lẻ,  37 ,  1.700 ,"0,0%","1,2%","-15,0%","-22,7%",  25 ,"  0,0 ","0,2%",  -   ,"0,0%","  3.926,2 ","  88,7 ",  -   ,"  0,3 ","  0,2 ","  14,2 ",,"-10,4%","-0,7%","-23,4%","-24,3%","-24,4%",,"  0,2 ",,"-65,7%","-45,3%","308,4%","1585,1%","1956,2%",,"  0,2 ",,"-65,7%","-45,3%","308,4%","1585,1%","1956,2%",,Chính thức
,535,PXI,XL CN và dân dụng Dầu khí,UPCoM,Xây dựng và Vật liệu,Xây dựng,Xây dựng,  27 ,  900 ,"-10,0%","-2,5%","-25,0%","-18,2%",  22 ,"  0,0 ","0,1%",  15 ,"388,3%","  19,1 ","  286,2 ","  58,7 ","  0,5 ","  0,2 ","  9,5 ","53,0%","-74,5%","71,3%","145,8%","846,5%","2404,8%","24,0%","  (0,8)","-168,0%","71,6%","39,8%","57,8%","-47,8%","-112,6%","-8,6%","  (0,8)","-168,0%","71,6%","39,8%","57,8%","-47,8%","-112,6%","-8,6%",Chính thức
,536,ITS,Thương mại và DV - Vinacomin,UPCoM,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,Công nghiệp nặng,  103 ,  3.900 ,"-2,5%","-6,6%","-4,9%","-7,1%",  8 ,"  0,0 ","1,5%",  -   ,"0,0%","  22,4 ","  23,6 ",  -   ,"  0,4 ","  0,4 ","  393,7 ",,"129,5%","-10,9%","14,1%","-17,5%","-10,2%",,"  0,7 ",,"70,5%","-12,6%","-42,0%","16,7%","12,0%",,"  0,8 ",,"71,1%","-8,7%","-20,4%","16,9%","14,7%",,Chính thức
,537,SCD,Giải khát Chương Dương,UPCoM,Thực phẩm và đồ uống,Đồ uống & giải khát,Đồ uống & giải khát,  102 ,  12.000 ,"-14,3%","-20,0%","0,0%","22,5%",  0 ,"  0,0 ","46,5%",  -   ,"0,0%","  (1,5)","  (1,5)",  -   ,"  0,6 ","  (0,6)","  61,1 ",,"-14,0%","-33,8%","-6,0%","2,9%","25,0%",,"  (11,0)",,"-26,4%","-66,8%","-113,8%","66,9%","48,9%",,"  (11,0)",,"-26,4%","-66,8%","-113,8%","66,9%","48,9%",,Chính thức
,538,VC1,Xây dựng số 1,HNX,Xây dựng và Vật liệu,Xây dựng,Xây dựng,  198 ,  16.500 ,"3,1%","10,7%","36,4%","27,9%",  3 ,"  0,0 ","2,3%",  628 ,"26,4%","  28,2 ","  33,2 ","  26,3 ","  0,5 ","  0,8 ","  134,6 ","18,1%","21,0%","74,2%","-28,7%","-8,7%","51,2%","33,7%","  0,5 ","7,0%","-6,5%","12,6%","-9,9%","918,9%","-16,3%","24,3%","  0,5 ","7,0%","-6,5%","12,6%","-9,9%","918,9%","-16,3%","24,3%",Chính thức
,539,HBH,HABECO Hải Phòng,UPCoM,Thực phẩm và đồ uống,Sản xuất bia,Bia và đồ uống,  96 ,  6.000 ,"0,0%","7,1%","3,5%","7,1%",  0 ,"  0,0 ","0,8%",  64 ,"-22,3%","  72,8 ","  73,1 ","  94,1 ","  0,6 ",  -   ,"  58,9 ","24,2%","47,5%","-26,9%","30,8%","-9,1%","6,7%","-3,4%","  (0,6)","-59,8%","117,4%","-26,7%","96,4%","-45,2%","-167,7%","-63,9%","  (0,6)","-59,8%","117,4%","-26,7%","96,4%","-45,2%","-167,7%","-63,9%",Chính thức
,540,SPD,Thủy sản Miền Trung,UPCoM,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,Nuôi trồng thủy hải sản,  102 ,  8.500 ,"0,0%","0,0%","6,3%","6,3%",  0 ,"  0,0 ","8,0%",  700 ,"-23,7%","  43,1 ","  9,3 ","  12,1 ","  0,8 ","  0,7 ","  199,5 ","23,9%","17,1%","18,3%","23,8%","-0,9%","4,8%","1,2%","  2,6 ","31,5%","53,6%","-19,8%","9,3%","-34,4%","409,8%","11,9%","  2,6 ","31,5%","53,6%","-19,8%","9,3%","-34,4%","409,8%","11,9%",Chính thức
,541,PIA,Tin học Viễn thông Petrolimex,HNX,Viễn thông,Viễn thông cố định,Viễn thông,  96 ,  24.600 ,"0,4%","-6,8%","-7,2%","-7,2%",  0 ,"  0,0 ","18,2%",  3.487 ,"12,8%","  8,0 ","  8,0 ","  7,1 ","  1,6 ","  1,6 ","  22,6 ","11,5%","31,1%","-37,7%","54,2%","25,9%","2,6%","12,0%","  (3,6)","-26,1%","-111,5%","-21,5%","210,4%","-11,0%","-70,4%","0,5%","  (3,6)","-26,1%","-111,5%","-21,5%","210,4%","-11,0%","-70,4%","0,5%",Chính thức
,542,MCF,Cơ khí và Lương thực Thực phẩm,HNX,Thực phẩm và đồ uống,Thực phẩm,Thực phẩm khác,  84 ,  7.800 ,"2,6%","4,0%","4,0%","5,4%",  6 ,"  0,0 ","9,8%",  935 ,"-13,7%","  8,9 ","  7,2 ","  8,3 ","  0,8 ","  0,7 ","  123,9 ","21,8%","22,2%","16,4%","21,3%","-12,8%","-14,5%","7,0%","  3,2 ","31,6%","-39,2%","16,2%","-9,9%","102,3%","79,4%","-1,9%","  3,2 ","31,6%","-39,2%","16,2%","-9,9%","102,3%","79,4%","-1,9%",Chính thức
,543,BED,Sách Đà Nẵng,HNX,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa","Sách, ấn bản & sản phẩm văn hóa",  77 ,  25.500 ,"0,0%","0,0%","-1,2%","-1,2%",  0 ,"  0,0 ","12,3%",  1.684 ,"1,0%","  14,4 ","  15,3 ","  15,1 ","  2,2 ","  1,8 ","  7,6 ","10,1%","-10,2%","-1,8%","-13,6%","0,0%","-2,0%","2,1%","  0,2 ","4,0%","58,3%","-29,4%","-17,3%","-56,2%","-49,9%","-2,9%","  0,2 ","4,0%","58,3%","-29,4%","-17,3%","-56,2%","-49,9%","-2,9%",Chính thức
,544,AAM,Thủy sản Mekong,HOSE,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,Nuôi trồng thủy hải sản,  68 ,  6.500 ,"-2,8%","5,7%","-5,0%","-5,8%",  5 ,"  0,0 ","1,5%",  383 ,"32,2%","  (8,9)","  22,5 ","  17,0 ","  0,4 ","  0,3 ","  33,4 ","33,4%","57,3%","89,2%","-14,7%","-73,5%","-38,5%","-41,3%","  2,4 ","59,7%","158,3%","169,8%","131,4%","33,4%","97,6%","116,6%","  2,4 ","59,7%","158,3%","169,8%","131,4%","33,4%","97,6%","116,6%",Chính thức
,545,DP2,Dược phẩm TW 2,UPCoM,Y tế,Dược phẩm,Y tế,  94 ,  4.700 ,"9,3%","9,3%","11,9%","11,9%",  0 ,"  0,0 ","-19,9%",  -   ,"0,0%","  (9,2)","  (6,6)",  -   ,"  1,0 ","  1,5 ","  29,4 ","14,0%","-7,5%","4,9%","13,7%","-13,1%","-29,3%","5,5%","  (6,9)",,"-147,7%","225,3%","58,8%","-367,4%","-99,4%",,"  (6,9)",,"-147,7%","225,3%","58,8%","-367,4%","-99,4%",,Chính thức
,546,ITQ,Tập đoàn Thiên Quang,HNX,Tài nguyên Cơ bản,Thép và sản phẩm thép,Thép và sản phẩm thép,  86 ,  2.700 ,"-6,9%","-3,6%","-6,9%","-3,6%",  140 ,"  0,4 ","1,8%",  176 ,"-6,5%","  44,6 ","  14,3 ","  15,4 ","  0,3 ","  0,3 ","  164,6 ","27,4%","-2,2%","14,9%","33,6%","13,5%","37,5%","-6,4%","  1,1 ","18,8%","-67,8%","381,3%","767,7%","593,0%","802,0%","10,1%","  1,1 ","18,8%","-67,8%","381,3%","767,7%","593,0%","802,0%","10,1%",Chính thức
,547,SD3,Sông Đà 3,UPCoM,Xây dựng và Vật liệu,Xây dựng,Xây dựng,  120 ,  7.501 ,"-7,4%","-6,1%","4,2%","4,2%",  6 ,"  0,0 ","77,0%",  2.281 ,"47,4%","  (76,4)","  4,3 ","  3,3 ","  2,0 ","  2,8 ","  49,0 ","23,1%","30,1%","44,4%","120,9%","10,9%","-4,1%","24,7%","  20,4 ","54,3%","90,5%","76,3%","47,9%","926,6%","18,5%","47,4%","  20,4 ","55,8%","90,6%","75,9%","47,7%","979,3%","19,8%","47,4%",Chính thức
,548,MEL,Thép Mê Lin,HNX,Tài nguyên Cơ bản,Thép và sản phẩm thép,Thép và sản phẩm thép,  114 ,  7.600 ,"11,8%","-6,2%","5,6%","20,6%",  1 ,"  0,0 ","4,1%",  453 ,"-37,7%","  7,4 ","  10,5 ","  16,8 ","  0,4 ","  0,4 ","  236,3 ","29,5%","26,9%","2,1%","-15,1%","-18,1%","9,3%","-4,4%","  2,4 ","35,2%","-10,2%","250,8%","-69,2%","-57,4%","117,2%","-29,3%","  2,4 ","35,2%","-10,2%","250,8%","-69,2%","-57,4%","117,2%","-29,3%",Chính thức
,549,PIT,XNK PETROLIMEX,HOSE,Bán lẻ,Bán lẻ phức hợp,Bán lẻ,  108 ,  7.600 ,"-1,9%","-4,4%","5,6%","10,5%",  11 ,"  0,1 ","0,3%",  137 ,"486,7%","  130,5 ","  326,7 ","  55,7 ","  0,8 ","  1,0 ","  151,5 ","17,2%","-54,1%","20,0%","25,2%","17,6%","25,5%","27,3%","  (0,6)","-31,8%","-336,6%","142,5%","-634,0%","-1073,6%","79,9%","191,5%","  (0,6)","-31,8%","-336,6%","142,5%","-634,0%","-1073,6%","79,9%","191,5%",Chính thức
,550,SBL,Bia Sài Gòn - Bạc Liêu,UPCoM,Thực phẩm và đồ uống,Sản xuất bia,Bia và đồ uống,  70 ,  5.800 ,"0,0%","6,3%","-7,9%","-10,8%",  1 ,"  0,0 ","-0,2%",  1 ,"103,7%","  17,9 ","  (210,3)","  5.696,3 ","  0,5 ",  -   ,"  19,7 ","16,3%","-10,4%","-22,5%","-12,1%","-20,9%","-21,6%","4,3%","  (2,0)","-16103,0%","-63,4%","-11,9%","836,5%","-191,4%","-98,7%","-98,1%","  (2,0)","-16103,0%","-63,4%","-11,9%","836,5%","-191,4%","-98,7%","-98,1%",Chính thức
,551,VTE,VINACAP Kim Long,UPCoM,Công nghệ Thông tin,Thiết bị viễn thông,Công nghệ Thông tin,  115 ,  7.400 ,"0,0%","0,0%","41,8%","-6,8%",  0 ,"  0,0 ","1,3%",  167 ,"22,5%","  151,2 ","  54,2 ","  44,2 ","  0,5 ","  0,7 ","  105,7 ","17,2%","56,2%","128,4%","112,6%","-0,5%","-4,3%","15,0%","  0,4 ","13,6%","167,4%","663,2%","168,8%","3,5%","-33,0%","13,2%","  0,4 ","13,6%","167,4%","663,2%","168,8%","3,5%","-33,0%","13,2%",Chính thức
,552,PXT,Xây lắp Đường ống Dầu khí,UPCoM,Xây dựng và Vật liệu,Xây dựng,Xây dựng,  32 ,  1.600 ,"6,7%","8,0%","-15,8%","14,3%",  13 ,"  0,0 ","2,9%",  100 ,"19,2%","  57,1 ","  19,1 ","  16,0 ","  1,1 ","  0,6 ","  33,3 ","37,9%","-12,5%","15,9%","-77,4%","214,3%","52,7%","-24,1%","  0,2 ","12,4%","143,2%","147,4%","-44,8%","18,4%","-33,2%","11,0%","  0,2 ","12,4%","143,2%","147,4%","-44,8%","18,4%","-33,2%","11,0%",Chính thức
,553,HSV,Tập đoàn HSV Việt Nam,UPCoM,Tài nguyên Cơ bản,Thép và sản phẩm thép,Thép và sản phẩm thép,  136 ,  4.415 ,"-3,5%","-6,5%","5,1%","1,2%",  74 ,"  0,3 ","2,1%",  -   ,"0,0%","  (30,3)","  30,0 ",  -   ,"  0,4 ","  0,4 ","  412,3 ",,"82,4%","80,4%","47,9%","96,8%","42,4%",,"  1,2 ",,"25,5%","293,4%","-2,0%","-71,7%","9,4%",,"  1,2 ",,"25,5%","293,4%","-2,0%","-71,7%","9,4%",,Chính thức
,554,V21,Vinaconex 21,HNX,Bất động sản,Bất động sản,Bất động sản dân cư,  72 ,  6.000 ,"3,5%","-3,2%","-3,2%","-9,1%",  6 ,"  0,0 ","0,8%",  280 ,"262,8%","  (50,5)","  77,8 ","  21,4 ","  0,6 ","  0,6 ","  22,3 ","13,2%","85,3%","25,8%","-73,9%","63,8%","-44,6%","5,6%","  0,2 ","4,9%","112,2%","-86,0%","-733,1%","408,8%","31,8%","300,0%","  0,2 ","4,9%","112,2%","-86,0%","-733,1%","408,8%","31,8%","300,0%",Chính thức
,555,SVH,Thủy điện Sông Vàng,UPCoM,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  89 ,  6.000 ,"0,0%","0,0%","0,0%","0,0%",  -   ,  -   ,"19,6%",  -   ,"0,0%","  3,0 ","  1,7 ",  -   ,"  0,4 ","  0,3 ","  24,6 ",,"50,8%","78,1%","92,6%","22,1%","-2,4%",,"  14,2 ",,"67,1%","222,8%","473,7%","24,7%","-18,6%",,"  14,2 ",,"67,1%","222,8%","473,7%","24,7%","-18,6%",,Chính thức
,556,PPY,Xăng dầu dầu khí Phú Yên,HNX,Tiện ích,Phân phối xăng dầu & khí đốt,Phân phối xăng dầu & khí đốt,  83 ,  8.900 ,"1,1%","-2,2%","-1,1%","-6,3%",  2 ,"  0,0 ","5,9%",  -   ,"0,0%","  12,1 ","  9,2 ",  -   ,"  0,6 ","  0,5 ","  1.323,2 ",,"-17,8%","-21,1%","0,4%","18,6%","30,2%",,"  8,3 ",,"-82,3%","-59,1%","497,6%","-144,9%","1250,5%",,"  8,3 ",,"-82,3%","-59,1%","497,6%","-144,9%","1250,5%",,Chính thức
,557,NST,Thuốc lá Ngân Sơn,HNX,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá,  139 ,  12.400 ,"3,3%","0,0%","1,6%","6,9%",  2 ,"  0,0 ","13,1%",  -   ,"0,0%","  6,8 ","  5,5 ",  -   ,"  0,6 ","  0,7 ","  140,2 ",,"-41,5%","69,3%","12,0%","-4,5%","39,2%",,"  5,2 ",,"-12,6%","75,3%","65,6%","-49,0%","17,9%",,"  5,2 ",,"-12,6%","75,3%","65,6%","-49,0%","17,9%",,Chính thức
,558,D11,Địa ốc 11,HNX,Bất động sản,Bất động sản,Bất động sản dân cư,  97 ,  11.800 ,"11,3%","10,3%","9,3%","7,3%",  2 ,"  0,0 ","3,8%",  -   ,"0,0%","  13,1 ","  13,3 ",  -   ,"  0,5 ","  0,5 ","  20,5 ",,"50,3%","71,7%","18,7%","230,5%","-12,9%",,"  1,3 ",,"250,2%","-64,2%","139,1%","262,5%","-51,9%",,"  1,3 ",,"250,2%","-64,2%","139,1%","262,5%","-51,9%",,Chính thức
,559,MCO,BDC Việt Nam,HNX,Xây dựng và Vật liệu,Xây dựng,Xây dựng,  21 ,  5.200 ,"-1,9%","8,3%","-1,9%","-22,4%",  3 ,"  0,0 ","0,2%",  -   ,"0,0%","  158,6 ","  289,0 ",  -   ,"  0,7 ","  0,4 ","  10,0 ",,"-33,2%","-102,0%","-83,2%","186,2%","-25,0%",,"  0,0 ",,"-42,9%","211,8%","12,8%","-149,0%","-27,5%",,"  0,0 ",,"-42,9%","211,8%","12,8%","-149,0%","-27,5%",,Chính thức
,560,SVD,Đầu tư & Thương mại Vũ Đăng,HOSE,Hàng cá nhân & Gia dụng,Hàng May mặc,Hàng May mặc,  92 ,  3.340 ,"4,1%","-12,1%","-16,5%","-24,9%",  12 ,"  0,0 ","0,5%",  -   ,"0,0%","  3,8 ","  70,6 ",  -   ,"  0,4 ","  0,4 ","  66,2 ",,"2,0%","-56,5%","10,8%","41,0%","20,2%",,"  0,3 ",,"109,8%","-92,9%","-52,3%","-104,1%","7,3%",,"  0,3 ",,"109,8%","-92,9%","-52,3%","-104,1%","7,3%",,Chính thức
,561,ARM,XNK Hàng không,HNX,Hàng & Dịch vụ Công nghiệp,Nhà cung cấp thiết bị,Nhà cung cấp thiết bị,  146 ,  46.800 ,"0,0%","0,0%","39,7%","85,0%",  0 ,"  0,0 ","15,7%",  -   ,"0,0%","  21,5 ","  22,3 ",  -   ,"  2,4 ","  3,4 ","  78,2 ",,"-47,3%","50,2%","45,7%","-34,0%","54,7%",,"  1,9 ",,"-4,0%","56,6%","24,6%","26,7%","46,0%",,"  1,9 ",,"-4,0%","56,6%","24,6%","26,7%","46,0%",,Chính thức
,562,DTA,BĐS Đệ Tam,HOSE,Bất động sản,Bất động sản,Bất động sản dân cư,  69 ,  3.560 ,"-0,8%","-0,3%","-3,6%","-8,0%",  15 ,"  0,1 ","2,2%",  -   ,"0,0%","  45,0 ","  15,3 ",  -   ,"  0,4 ","  0,3 ","  12,4 ",,"-11,0%","24,7%","-33,6%","-69,9%","-58,6%",,"  2,5 ",,"-27,1%","-65,8%","56,2%","1152,9%","2755,2%",,"  2,5 ",,"-27,1%","-65,8%","56,2%","1152,9%","2755,2%",,Chính thức
,563,XPH,Xà phòng Hà Nội,UPCoM,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,  202 ,  15.600 ,"0,0%","4,1%","4,2%","2,9%",  4 ,"  0,1 ","0,7%",  (268),"-428,7%","  346,8 ","  191,3 ","  (58,2)","  0,8 ","  1,4 ","  12,9 ","8,8%","-10,6%","470,8%","156,7%","38,1%","73,3%","48,7%","  (1,0)","29,9%","-37,0%","280,5%","8,5%","70,7%","49,5%","-9544,6%","  (1,0)","29,9%","-37,0%","280,5%","8,5%","70,7%","49,5%","-9544,6%",Chính thức
