,,,,,,,,Tỷ VNĐ,VNĐ,%,%,%,%,Nghìn CP,Tỷ VNĐ,%,VNĐ,%,x,x,x,x,x,Tỷ VNĐ,%,,,,,,%,Tỷ VNĐ,%,,,,,,%,Tỷ VNĐ,%,%,%,,,,%,
,106,VHC,Thủy sản Vĩnh Hoàn,HOSE,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,Nuôi trồng thủy hải sản,  13.737 ,  61.200 ,"0,3%","4,1%","-5,9%","9,1%",  1.276 ,"  78,9 ","15,5%",  6.710 ,"1,0%","  13,0 ","  9,2 ","  9,1 ","  1,7 ","  1,4 ","  2.954,6 ","21,1%","-7,3%","-0,1%","5,9%","-14,9%","11,6%","16,5%","  286,0 ","17,9%","11,8%","58,6%","33,5%","-30,5%","35,3%","6,2%","  266,2 ","17,7%","13,8%","61,9%","35,0%","-33,6%","37,9%","6,2%",Chính thức
,107,MSR,Masan High-Tech Materials,UPCoM,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,  41.597 ,  37.821 ,"-17,6%","-25,0%","6,5%","54,0%",  2.940 ,"  130,1 ","6,3%",  2.273 ,"224,6%","  266,8 ","  54,0 ","  16,6 ","  1,6 ","  3,3 ","  2.993,1 ","14,7%","-54,9%","-55,8%","-45,2%","-38,1%","114,9%","172,7%","  536,7 ","21,5%","68,4%","101,6%","101,5%","207,9%","341,7%","22037,7%","  536,7 ","21,5%","69,1%","101,6%","101,5%","203,1%","341,7%","22037,7%",Chính thức
,108,CTR,Công trình Viettel,HOSE,Xây dựng và Vật liệu,Xây dựng,Xây dựng,  9.826 ,  85.900 ,"-1,3%","0,4%","-10,5%","0,7%",  494 ,"  43,9 ","30,5%",  5.441 ,"3,8%","  21,8 ","  15,6 ","  15,8 ","  6,1 ","  4,8 ","  3.804,8 ","24,3%","4,4%","7,6%","14,1%","14,2%","38,9%","12,3%","  149,9 ","24,1%","4,8%","16,1%","15,5%","8,7%","23,2%","3,8%","  149,9 ","24,1%","4,8%","16,1%","15,5%","8,7%","23,2%","3,8%",Chính thức
,109,DHG,Dược Hậu Giang,HOSE,Y tế,Dược phẩm,Y tế,  13.075 ,  100.000 ,"0,4%","-1,0%","-3,6%","-2,3%",  14 ,"  1,5 ","22,0%",  6.162 ,"-10,7%","  15,2 ","  14,5 ","  16,2 ","  3,2 ","  2,9 ","  1.198,1 ","21,7%","-5,1%","7,1%","7,9%","19,5%","0,3%","5,0%","  315,7 ","39,2%","19,8%","23,1%","34,4%","-32,0%","18,6%","-5,5%","  315,7 ","39,2%","19,8%","23,1%","34,4%","-32,0%","18,6%","-5,5%",Chính thức
,110,IDP,Sữa Quốc tế LOF,UPCoM,Thực phẩm và đồ uống,Thực phẩm,Sản phẩm từ sữa,  17.450 ,  282.340 ,"4,6%","7,0%","21,4%","29,8%",  7 ,"  1,9 ","9,7%",  11.205 ,"121,7%","  652,5 ","  55,9 ","  25,2 ","  4,9 ","  5,2 ","  1.901,0 ","22,9%","15,6%","9,5%","-21,0%","-10,8%","3,8%","11,7%","  244,1 ","34,9%","-52,1%","-112,5%","-144,6%","272,2%","128,1%","295,1%","  244,1 ","35,2%","-52,1%","-112,5%","-144,6%","269,2%","128,1%","295,1%",Chính thức
,111,DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí,HOSE,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Phân bón,  18.018 ,  26.500 ,"-6,5%","-14,0%","10,9%","19,1%",  9.603 ,"  281,3 ","9,6%",  980 ,"-37,9%","  18,8 ","  14,2 ","  27,0 ","  1,3 ","  1,6 ","  5.684,0 ","32,3%","24,6%","34,3%","21,2%","7,9%","38,0%","6,3%","  412,0 ","60,6%","-21,2%","75,5%","259,1%","1590,8%","95,3%","-37,9%","  403,8 ","60,6%","-22,4%","74,7%","275,3%","1245,4%","97,0%","-37,9%",DN ước tính
,112,THD,Công ty Thaiholdings,HNX,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",Văn phòng cho thuê,  12.050 ,  31.300 ,"0,0%","-0,6%","0,6%","3,3%",  4 ,"  0,1 ","2,4%",  236 ,"-12,8%","  98,2 ","  115,4 ","  132,4 ","  2,7 ","  2,7 ","  238,5 ","24,7%","-20,5%","22,2%","-0,6%","-10,7%","8,8%","-1,2%","  30,1 ","33,0%","-46,8%","-33,2%","-7,7%","136,4%","14,5%","-9,5%","  30,1 ","33,0%","-39,8%","-33,2%","-7,7%","136,4%","14,5%","-9,5%",Chính thức
,113,KSF,Tập đoàn Sunshine,HNX,Bất động sản,Bất động sản,Phát triển & vận hành Bất động sản khác,  82.780 ,  92.000 ,"9,5%","9,9%","34,3%","38,4%",  38 ,"  3,2 ","76,7%",  12.731 ,"-29,0%","  50,8 ","  9,5 ","  7,2 ","  3,7 ","  4,8 ","  766,8 ","1,9%","-66,4%","-69,8%","2469,7%","5086,6%","85,4%","98,0%","  297,2 ","2,5%","-89,0%","-79,5%","5008,5%","4371,1%","608,9%","34,7%","  284,9 ","2,5%","-90,5%","-79,4%","5011,9%","4937,6%","797,0%","34,7%",Chính thức
,114,SNZ,SONADEZI,UPCoM,Xây dựng và Vật liệu,Xây dựng,Bất động sản công nghiệp,  11.368 ,  30.195 ,"-0,8%","-1,4%","-13,0%","0,6%",  4 ,"  0,1 ","16,3%",  2.137 ,"-32,5%","  13,6 ","  9,5 ","  14,1 ","  1,8 ","  1,5 ","  1.294,8 ","21,5%","23,8%","34,6%","1,9%","3,0%","-19,0%","-11,4%","  336,0 ","25,1%","37,0%","56,4%","15,3%","9,3%","-32,2%","-37,3%","  198,7 ","24,7%","31,5%","51,5%","23,7%","14,3%","-31,5%","-37,3%",Chính thức
,115,VSH,Thủy điện Vĩnh Sơn - Sông Hinh,HOSE,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  10.206 ,  43.200 ,"0,0%","-0,2%","-0,7%","-0,7%",  19 ,"  0,8 ","17,5%",  2.471 ,"-32,3%","  17,4 ","  11,8 ","  17,5 ","  2,3 ","  2,1 ","  618,3 ","32,8%","78,7%","21,6%","40,3%","-6,7%","-1,0%","-18,1%","  268,7 ","46,0%","15077,8%","147,6%","171,5%","-28,3%","0,0%","-32,3%","  268,7 ","46,0%","15077,8%","147,6%","171,5%","-28,3%","0,0%","-32,3%",Chính thức
,116,TCH,ĐT DV Tài chính Hoàng Huy,HOSE,Bất động sản,Bất động sản,Bất động sản dân cư,  16.555 ,  18.150 ,"6,8%","8,7%","17,5%","-0,8%",  9.577 ,"  154,0 ","1,8%",  -   ,"0,0%","  19,9 ","  85,2 ",  -   ,"  1,2 ","  1,4 ","  394,1 ",,"-47,0%","-52,9%","-75,6%","-79,7%","-54,1%",,"  92,4 ",,"-50,7%","-75,5%","-78,2%","-86,5%","-63,7%",,"  63,9 ",,"-39,9%","-73,1%","-81,7%","-82,9%","-66,0%",,Chính thức
,117,DGW,Thế Giới Số,HOSE,Bán lẻ,Phân phối hàng chuyên dụng,Bán lẻ,  9.610 ,  43.450 ,"-2,7%","-4,5%","-7,7%","11,4%",  2.886 ,"  137,8 ","19,2%",  2.943 ,"1,0%","  20,6 ","  15,0 ","  14,8 ","  3,2 ","  2,7 ","  8.500,2 ","27,0%","10,7%","14,4%","18,7%","36,4%","54,0%","18,3%","  201,9 ","30,6%","14,2%","35,4%","39,2%","10,2%","89,8%","18,9%","  200,2 ","30,8%","14,6%","30,0%","36,7%","13,4%","89,0%","18,9%",Chính thức
,118,BMP,Nhựa Bình Minh,HOSE,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,Vật liệu xây dựng & Nội thất,  11.919 ,  145.600 ,"2,0%","13,6%","-8,9%","-16,8%",  205 ,"  28,9 ","41,5%",  -   ,"0,0%","  9,4 ","  9,6 ",  -   ,"  3,4 ","  3,8 ","  1.457,3 ",,"37,9%","13,4%","8,9%","22,2%","5,4%",,"  304,0 ",,"51,1%","17,7%","21,0%","13,2%","5,9%",,"  304,0 ",,"51,1%","17,7%","21,0%","13,2%","5,9%",,Chính thức
,119,SBT,Mía đường Thành Thành Công - Biên Hòa,HOSE,Thực phẩm và đồ uống,Thực phẩm,Đường,  18.446 ,  20.350 ,"-1,5%","-5,4%","-10,1%","-14,1%",  528 ,"  11,8 ","6,9%",  -   ,"0,0%","  18,7 ","  24,0 ",  -   ,"  1,3 ","  1,6 ","  8.231,0 ",,"18,3%","-27,9%","-21,3%","-10,7%","12,9%",,"  244,9 ",,"14,5%","-31,0%","-13,0%","-28,9%","14,0%",,"  246,4 ",,"6,0%","-17,5%","-7,4%","-26,2%","13,7%",,Chính thức
,120,MML,Masan MEATLife,UPCoM,Thực phẩm và đồ uống,Thực phẩm,"Chăn nuôi gia súc, gia cầm",  10.652 ,  31.299 ,"-3,3%","-1,5%","-24,1%","-11,4%",  137 ,"  5,0 ","11,4%",  802 ,"-52,6%","  21,0 ","  18,8 ","  39,0 ","  2,1 ","  2,1 ","  2.479,0 ","23,6%","20,4%","30,7%","23,2%","10,6%","19,8%","13,8%","  147,1 ","49,0%","345,2%","869,5%","419,5%","79,6%","27,2%","-51,5%","  121,1 ","44,4%","372,3%","885,2%","3779,6%","26,8%","4,0%","-51,5%",Chính thức
,121,BHN,HABECO,HOSE,Thực phẩm và đồ uống,Sản xuất bia,Bia và đồ uống,  6.966 ,  30.050 ,"0,2%","-1,5%","-8,2%","-3,7%",  5 ,"  0,2 ","11,0%",  1.645 ,"-25,7%","  23,0 ","  13,6 ","  18,3 ","  1,9 ","  1,5 ","  1.929,6 ","24,2%","11,5%","2,2%","7,4%","-3,0%","32,3%","-6,4%","  71,3 ","17,8%","198,5%","-7,4%","72,2%","-34,3%","245,0%","-18,6%","  77,2 ","20,3%","727,2%","-7,0%","78,1%","-34,6%","135,1%","-18,6%",Chính thức
,122,GEE,Thiết bị điện GELEX,HOSE,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,Điện tử & Thiết bị điện,  64.013 ,  174.900 ,"-10,1%","1,3%","-4,5%","-27,7%",  821 ,"  147,4 ","45,2%",  5.524 ,"-38,1%","  13,9 ","  18,9 ","  31,7 ","  3,7 ","  8,0 ","  7.097,4 ","26,1%","42,0%","22,6%","14,7%","11,5%","34,4%","7,0%","  605,8 ","28,6%","319,0%","5,9%","321,4%","-11,5%","24,3%","-37,9%","  579,4 ","28,7%","332,0%","2,3%","349,3%","-9,1%","28,2%","-37,9%",Chính thức
,123,PC1,Tập đoàn PC1,HOSE,Xây dựng và Vật liệu,Xây dựng,Sản xuất & Phân phối điện,  8.041 ,  19.550 ,"-28,7%","-32,8%","-18,5%","-13,3%",  8.534 ,"  227,5 ","17,3%",  1.972 ,"-22,1%","  26,9 ","  7,0 ","  9,9 ","  1,6 ","  1,2 ","  2.750,0 ","17,6%","-14,1%","-6,6%","46,9%","96,5%","47,8%","19,4%","  264,0 ","25,0%","12,4%","-13,4%","52,5%","393,1%","81,9%","-22,1%","  166,6 ","20,5%","-31,4%","-10,7%","88,5%","693,4%","201,4%","-22,1%",DN ước tính
,124,TMS,Transimex,HOSE,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  6.952 ,  40.250 ,"-0,6%","2,9%","-3,0%","0,1%",  1 ,"  0,0 ","8,8%",  1.718 ,"-18,1%","  27,4 ","  18,8 ","  23,4 ","  1,8 ","  1,7 ","  786,0 ","26,9%","1,8%","5,2%","2,7%","7,8%","11,8%","-15,9%","  97,8 ","32,0%","215,4%","122,2%","24,5%","309,0%","13,5%","-18,1%","  99,3 ","33,5%","142,7%","101,5%","25,1%","91,8%","8,7%","-18,1%",Chính thức
,125,PHR,Cao su Phước Hòa,HOSE,Hóa chất,"Nhựa, cao su & sợi",Bất động sản công nghiệp,  8.320 ,  61.400 ,"-0,7%","-0,7%","-1,0%","5,0%",  506 ,"  31,9 ","16,4%",  -   ,"0,0%","  13,8 ","  12,6 ",  -   ,"  2,0 ","  1,9 ","  468,3 ",,"-3,7%","35,3%","49,8%","-20,3%","50,3%",,"  285,1 ",,"31,0%","34,6%","153,9%","-84,8%","177,4%",,"  279,3 ",,"30,8%","40,8%","164,0%","-85,6%","192,2%",,Chính thức
,126,SJS,SJ Group,HOSE,Bất động sản,Bất động sản,Bất động sản dân cư,  17.164 ,  57.700 ,"8,9%","16,5%","7,7%","-6,6%",  37 ,"  2,0 ","14,0%",  3.999 ,"153,0%","  42,4 ","  36,5 ","  14,4 ","  3,5 ","  4,8 ","  316,8 ","12,9%","21,2%","68,9%","-79,1%","35,1%","121,0%","226,4%","  175,7 ","14,7%","52,1%","97,3%","-93,4%","50,7%","160,5%","229,2%","  175,6 ","14,8%","52,6%","98,8%","-93,9%","49,7%","161,2%","229,2%",Chính thức
,127,DBC,Tập đoàn DABACO,HOSE,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,"Chăn nuôi gia súc, gia cầm",  8.698 ,  22.600 ,"-4,6%","-2,6%","-20,1%","-16,5%",  4.147 ,"  105,2 ","20,3%",  2.902 ,"-25,9%","  30,0 ","  6,6 ","  7,8 ","  1,4 ","  1,1 ",  -   ,,"11,0%","20,0%","37,3%","-27,3%",,"96,7%","  321,6 ","28,8%","600,0%","248,6%","9,9%","-37,8%","-36,7%","-25,9%","  321,6 ","28,8%","600,0%","248,6%","9,9%","-37,8%","-36,7%","-25,9%",DN ước tính
,128,SZC,Sonadezi Châu Đức,HOSE,Bất động sản,Bất động sản,Bất động sản công nghiệp,  4.896 ,  27.200 ,"-5,9%","-7,8%","-13,1%","-6,7%",  1.096 ,"  35,4 ","7,4%",  312 ,"-76,2%","  20,9 ","  20,8 ","  87,3 ","  2,3 ","  1,5 ","  101,9 ","19,7%","93,8%","-17,0%","-47,5%","65,2%","-75,4%","-52,8%","  17,1 ","30,6%","94,1%","-7,1%","-65,1%","43,2%","-86,4%","-83,7%","  17,1 ","30,6%","94,1%","-7,1%","-65,1%","43,2%","-86,4%","-83,7%",Chính thức
,129,SBH,Thủy điện Sông Ba Hạ,UPCoM,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  5.172 ,  41.633 ,"-1,3%","2,5%","-0,2%","3,6%",  1 ,"  0,0 ","29,8%",  -   ,"0,0%","  14,4 ","  9,2 ",  -   ,"  3,5 ","  2,5 ","  116,0 ",,"25,1%","58,9%","34,1%","91,5%","11,8%",,"  66,1 ",,"318,1%","266,1%","50,6%","78,9%","30,3%",,"  66,1 ",,"318,1%","266,1%","50,6%","78,9%","30,3%",,Chính thức
,130,SCS,DV Hàng hóa Sài Gòn,HOSE,Du lịch và Giải trí,Dịch vụ hàng không,Hàng không,  4.982 ,  52.500 ,"-3,3%","-3,3%","-3,5%","2,1%",  245 ,"  13,3 ","47,5%",  -   ,"0,0%","  11,6 ","  6,6 ",  -   ,"  4,5 ","  3,0 ","  272,0 ",,"25,2%","10,5%","17,2%","11,2%","2,1%",,"  173,3 ",,"15,4%","-0,2%","9,8%","10,5%","2,0%",,"  173,3 ",,"15,4%","-0,2%","9,8%","10,5%","2,0%",,Chính thức
,131,PHP,Cảng Hải Phòng,UPCoM,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  11.807 ,  36.112 ,"4,5%","7,1%","-0,5%","16,1%",  210 ,"  7,6 ","16,4%",  3.110 ,"2,8%","  14,3 ","  11,9 ","  11,6 ","  1,8 ","  1,9 ","  744,9 ","21,3%","1,9%","-0,9%","7,1%","11,8%","29,0%","28,0%","  351,5 ","28,9%","3,1%","2,8%","-20,7%","37,7%","90,3%","23,5%","  310,7 ","30,6%","3,3%","9,6%","-22,5%","44,7%","114,0%","23,5%",Chính thức
,132,QTP,Nhiệt điện Quảng Ninh,UPCoM,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  5.526 ,  12.280 ,"-6,0%","-11,1%","-0,2%","7,0%",  858 ,"  11,4 ","19,2%",  1.067 ,"-54,7%","  10,8 ","  5,2 ","  11,5 ","  1,2 ","  1,0 ","  2.733,9 ","24,7%","-3,2%","-21,1%","-13,8%","2,4%","-6,1%","2,7%","  197,2 ","41,1%","-23,8%","17,8%","-56,6%","313,3%","14,3%","-53,7%","  197,2 ","41,1%","-23,8%","17,8%","-56,6%","313,3%","14,3%","-53,7%",Chính thức
,133,CTD,Xây dựng Coteccons,HOSE,Xây dựng và Vật liệu,Xây dựng,Xây dựng,  9.706 ,  86.800 ,"10,9%","6,4%","20,1%","19,9%",  901 ,"  74,8 ","9,1%",  -   ,"0,0%","  59,4 ","  11,5 ",  -   ,"  0,8 ","  1,0 ","  6.409,4 ",,"7,2%","24,9%","56,6%","45,3%","28,1%",,"  118,9 ",,"-45,5%","192,2%","217,2%","117,8%","108,2%",,"  118,9 ",,"-45,5%","192,2%","217,3%","117,8%","108,2%",,Chính thức
,134,NT2,Điện lực Nhơn Trạch 2,HOSE,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  6.967 ,  24.200 ,"-7,3%","-13,3%","-7,8%","-0,6%",  1.265 ,"  33,9 ","27,2%",  -   ,"0,0%","  27,7 ","  5,5 ",  -   ,"  1,6 ","  1,4 ","  2.171,7 ",,"444,7%","-4,8%","12,6%","41,4%","52,2%",,"  180,0 ",,"123,4%","167,0%","383,5%","641,4%","386,9%",,"  180,0 ",,"123,4%","167,0%","383,5%","641,4%","386,9%",,Chính thức
,135,TAL,Đầu Tư Bất Động Sản Taseco,HOSE,Bất động sản,Bất động sản,Bất động sản công nghiệp,  16.236 ,  45.100 ,"1,7%","0,3%","-4,0%","-12,6%",  334 ,"  14,8 ","13,9%",  6.663 ,"237,1%","  13,8 ","  21,0 ","  6,8 ","  2,2 ","  2,9 ","  692,8 ","6,3%","21,6%","-11,5%","298,7%","258,2%","84,3%","196,6%","  156,6 ","6,2%","118,9%","452,6%","20,4%","-19,3%","602,1%","273,2%","  152,1 ","6,3%","202,1%","1156,8%","17,2%","-21,9%","651,5%","273,2%",Chính thức
,136,HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,HOSE,Xây dựng và Vật liệu,Xây dựng,Xây dựng,  6.840 ,  12.500 ,"-3,1%","2,5%","2,5%","-4,9%",  6.159 ,"  75,9 ","5,8%",  1.211 ,"2,2%","  13,7 ","  11,0 ","  10,3 ","  1,1 ","  1,1 ","  907,0 ","20,3%","6,5%","16,4%","15,0%","19,4%","23,4%","17,6%","  217,0 ","28,3%","51,8%","16,5%","23,3%","52,5%","25,5%","14,1%","  187,8 ","28,3%","52,3%","19,4%","23,9%","49,7%","28,4%","14,1%",DN ước tính
,137,VCF,VinaCafé Biên Hòa,HOSE,Thực phẩm và đồ uống,Đồ uống & giải khát,Đồ uống & giải khát,  7.974 ,  300.000 ,"-0,3%","-8,5%","0,0%","4,4%",  1 ,"  0,2 ","29,6%",  19.564 ,"3,6%","  14,0 ","  15,9 ","  15,3 ","  3,4 ","  6,4 ","  661,2 ","21,3%","39,2%","9,9%","-9,8%","2,0%","-1,7%","12,3%","  112,2 ","21,6%","44,4%","23,6%","11,8%","-1,9%","-12,4%","0,4%","  112,2 ","21,6%","44,4%","23,6%","11,8%","-1,9%","-12,4%","0,4%",Chính thức
,138,VSC,VICONSHIP,HOSE,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  7.993 ,  21.350 ,"-12,1%","-10,1%","3,9%","7,0%",  8.301 ,"  201,6 ","6,9%",  1.040 ,"13,6%","  20,2 ","  29,2 ","  20,5 ","  1,4 ","  1,5 ","  860,6 ","26,5%","16,3%","12,5%","19,0%","12,6%","26,2%","1,4%","  69,6 ","11,6%","59,0%","62,4%","45,0%","-21,9%","-37,4%","14,2%","  13,4 ","3,4%","80,0%","70,9%","46,7%","-61,6%","-83,4%","14,2%",Chính thức
,139,ACG,Gỗ An Cường,HOSE,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,Lâm sản và Chế biến gỗ,  5.051 ,  33.500 ,"-1,3%","-2,9%","-6,9%","-5,8%",  16 ,"  0,6 ","12,2%",  -   ,"0,0%","  12,6 ","  9,5 ",  -   ,"  1,4 ","  1,1 ","  1.109,9 ",,"15,4%","-6,3%","12,8%","37,2%","38,4%",,"  111,1 ",,"4,4%","16,8%","3,7%","61,7%","30,7%",,"  111,9 ",,"4,4%","16,8%","3,8%","61,9%","31,6%",,Chính thức
,140,CII,Hạ tầng Kỹ thuật TP.HCM,HOSE,Xây dựng và Vật liệu,Xây dựng,Xây dựng,  12.969 ,  19.300 ,"-0,5%","1,1%","6,9%","-7,7%",  16.334 ,"  296,1 ","1,7%",  113 ,"-43,9%","  106,6 ","  102,1 ","  170,8 ","  1,0 ","  1,5 ","  833,5 ","22,4%","-20,8%","4,6%","1,1%","10,1%","19,8%","25,7%","  40,8 ","18,1%","-71,2%","-20,7%","-41,2%","54,6%","-57,4%","-38,8%","  21,0 ","27,6%","-93,3%","1673,5%","85,9%","665,7%","16,1%","-38,8%",Chính thức
,141,IJC,Becamex IJC,HOSE,Bất động sản,Bất động sản,Bất động sản công nghiệp,  6.390 ,  10.150 ,"-3,8%","-1,9%","-3,8%","-5,6%",  2.546 ,"  26,3 ","9,8%",  859 ,"-37,4%","  11,3 ","  9,7 ","  11,8 ","  1,0 ","  0,8 ","  253,5 ","10,3%","-7,7%","-51,7%","255,0%","99,4%","69,4%","52,7%","  104,3 ","19,3%","15,9%","32,6%","193,7%","29,2%","129,4%","-9,4%","  104,3 ","19,3%","15,9%","32,6%","193,7%","29,2%","129,4%","-9,4%",Chính thức
,142,NTP,Nhựa Tiền Phong,HNX,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,Vật liệu xây dựng & Nội thất,  10.006 ,  58.500 ,"-1,0%","5,4%","-6,7%","-9,2%",  225 ,"  13,5 ","25,5%",  4.210 ,"-30,5%","  11,8 ","  9,7 ","  13,9 ","  2,3 ","  2,4 ","  1.478,1 ","20,1%","33,8%","18,5%","34,0%","3,0%","16,5%","8,7%","  254,4 ","35,3%","94,4%","34,5%","49,9%","-6,3%","20,0%","-27,5%","  254,4 ","35,3%","94,4%","34,5%","49,9%","-6,3%","20,0%","-27,5%",Chính thức
,143,HNA,Thủy điện Hủa Na,HOSE,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  5.069 ,  21.550 ,"-6,9%","-5,1%","-9,8%","0,2%",  3 ,"  0,1 ","15,4%",  875 ,"-61,2%","  18,4 ","  9,6 ","  24,6 ","  1,6 ","  1,4 ","  205,4 ","22,9%","71,6%","137,8%","33,0%","16,3%","17,0%","-22,3%","  94,8 ","46,1%","1169,7%","1021,8%","32,7%","-1,8%","133,9%","-56,7%","  94,8 ","46,1%","1169,7%","1021,8%","32,7%","-1,8%","133,9%","-56,7%",Chính thức
,144,PAN,Tập đoàn PAN,HOSE,Thực phẩm và đồ uống,Thực phẩm,Thực phẩm khác,  6.580 ,  31.500 ,"0,6%","4,5%","6,1%","15,4%",  1.100 ,"  34,9 ","21,4%",  4.449 ,"-19,2%","  10,7 ","  5,7 ","  7,1 ","  1,1 ","  1,1 ","  3.767,2 ","20,9%","19,0%","19,4%","1,1%","0,9%","-8,6%","2,4%","  670,0 ","41,6%","15,2%","26,7%","-22,5%","-1,3%","245,0%","38,2%","  585,2 ","63,0%","28,8%","49,6%","-16,4%","9,8%","443,5%","38,2%",Chính thức
,145,HT1,VICEM Hà Tiên,HOSE,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,Vật liệu xây dựng & Nội thất,  5.648 ,  14.800 ,"-3,9%","-1,7%","-0,3%","-10,3%",  600 ,"  9,5 ","7,2%",  1.050 ,"11,1%","  86,6 ","  15,7 ","  14,1 ","  1,1 ","  1,1 ","  1.860,0 ","23,3%","6,2%","1,2%","13,9%","7,4%","17,2%","8,4%","  77,8 ","19,4%","62,8%","145,0%","278,5%","413,6%","948,0%","46,4%","  77,8 ","19,4%","62,8%","145,0%","279,9%","416,3%","948,1%","46,4%",Chính thức
,146,NTC,KCN Nam Tân Uyên,HOSE,Bất động sản,Bất động sản,Bất động sản công nghiệp,  3.391 ,  141.300 ,"-1,2%","-1,5%","-8,5%","-9,7%",  12 ,"  1,8 ","22,7%",  -   ,"0,0%","  14,9 ","  11,6 ",  -   ,"  4,1 ","  2,6 ","  81,8 ",,"136,5%","113,8%","347,8%","8,3%","-39,0%",,"  39,1 ",,"5,8%","51,7%","95,7%","-71,7%","-43,3%",,"  39,1 ",,"5,8%","51,7%","95,7%","-71,7%","-43,3%",,Chính thức
,147,TMP,Thủy điện Thác Mơ,HOSE,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  3.430 ,  49.000 ,"-9,3%","-10,9%","-15,5%","-17,9%",  3 ,"  0,1 ","20,1%",  -   ,"0,0%","  11,5 ","  10,4 ",  -   ,"  2,9 ","  2,1 ","  159,6 ",,"20,2%","14,3%","-6,4%","-17,6%","18,5%",,"  65,6 ",,"32,8%","14,1%","-17,4%","-29,9%","25,8%",,"  64,5 ",,"33,6%","13,4%","-18,0%","-30,0%","25,9%",,Chính thức
,148,TDM,Nước Thủ Dầu Một,HOSE,Tiện ích,Nước,Nước,  6.399 ,  57.600 ,"1,6%","10,8%","3,9%","3,4%",  12 ,"  0,7 ","7,3%",  2.025 ,"19,1%","  21,5 ","  34,0 ","  28,4 ","  2,2 ","  2,4 ","  78,3 ","15,7%","-5,8%","-46,6%","-39,9%","67,5%","-21,7%","-1,2%","  122,3 ","54,3%","283,2%","1,3%","-94,5%","-82,0%","-15,0%","7,2%","  122,3 ","54,3%","283,2%","1,3%","-94,5%","-82,0%","-15,0%","7,2%",Chính thức
,149,IMP,Dược phẩm Imexpharm,HOSE,Y tế,Dược phẩm,Y tế,  7.824 ,  50.800 ,"-9,1%","-7,3%","-5,6%","-3,2%",  48 ,"  2,6 ","15,8%",  2.608 ,"12,6%","  20,2 ","  21,9 ","  19,5 ","  2,9 ","  3,3 ","  546,2 ","17,1%","21,0%","22,3%","5,3%","-1,7%","-8,1%","31,1%","  82,0 ","20,4%","20,3%","37,0%","6,2%","-10,9%","10,1%","15,0%","  82,0 ","20,4%","20,3%","37,0%","6,2%","-10,9%","10,1%","15,0%",Chính thức
,150,PAP,Cảng Phước An,UPCoM,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  9.532 ,  26.700 ,"2,7%","2,7%","2,7%","2,7%",  1 ,"  0,0 ","-20,7%",  (298),"85,9%","  (241,5)","  (18,9)","  (89,6)","  2,2 ","  2,7 ","  94,9 ","13,6%",#DIV/0!,#DIV/0!,#DIV/0!,"3704,9%","593,2%","352,2%","  (122,7)","115,3%","-8101,1%","-6402,2%","-1424,0%","-427,9%","-0,1%","78,9%","  (122,7)","115,3%","-8101,1%","-6402,2%","-1424,0%","-427,9%","-0,1%","78,9%",Chính thức
,151,ANV,Thủy sản Nam Việt,HOSE,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,Nuôi trồng thủy hải sản,  6.364 ,  23.900 ,"-2,3%","1,9%","-16,3%","-7,0%",  1.389 ,"  35,9 ","30,3%",  -   ,"0,0%","  42,1 ","  6,0 ",  -   ,"  1,7 ","  1,7 ","  1.841,3 ",,"8,9%","44,6%","49,1%","55,7%","66,4%",,"  195,4 ",,"681,0%","14651,2%","915,5%","4610,8%","48,0%",,"  195,4 ",,"681,0%","14651,2%","915,5%","4610,8%","48,0%",,Chính thức
